pos,word
বিশেষণ,নির্মধু
বিশেষ্য,নির্মন্হন
বিশেষণ,নির্মম
বিশেষণ,নির্মল
বিশেষ্য,নির্মলি
ক্রিয়া,নির্মা
বিশেষ্য,নির্মাণ
বিশেষ্য,নির্মাল্য
বিশেষণ,নির্মায়িক
বিশেষণ,নির্মুকুল
বিশেষণ,নির্মুক্ত
বিশেষণ,নির্মূল
বিশেষ্য,নির্মূলন
বিশেষ্য,নির্মূলীকরণ
বিশেষণ,নির্মেঘ
বিশেষ্য,নির্মোক
বিশেষ্য,নির্মোচন
বিশেষণ,নির্মোচ্য
বিশেষণ,নির্মোহ
বিশেষ্য,নির্যাণ
বিশেষণ,নির্যাতক
বিশেষ্য,নির্যাতন
বিশেষ্য,নির্যাস
বিশেষণ,নির্লক্ষ্য
বিশেষণ,নির্লজ্জ
বিশেষণ,নির্লিপ্ত
বিশেষ্য,নির্লিপ্তি
বিশেষণ,নির্লেপ
বিশেষণ,নির্লোভ
বিশেষণ,নির্লোভী
বিশেষণ,নির্লোম
বিশেষ্য,নিরয়
বিশেষণ,নিলজ্জ
বিশেষ্য,নিলম্বন
বিশেষ্য,নিলাম
বিশেষণ,নিলীন
বিশেষ্য,নিলয়
বিশেষ্য,নিশপিশ
ক্রিয়া,নিশসা
বিশেষ্য,নিশা
বিশেষণ,নিশাত
বিশেষ্য,নিশাদল
বিশেষ্য,নিশান
বিশেষ্য,নিশি
বিশেষ্য,নিশিগন্ধা
বিশেষণ,নিশিত
বিশেষ্য,নিশীথ
বিশেষ্য,নিশীথিনী
বিশেষণ,নিশ্চল
বিশেষণ,নিশ্চিন্ত
বিশেষণ,নিশ্চিহ্ন
বিশেষণ,নিশ্চুপ
বিশেষণ,নিশ্চেতন
বিশেষ্য,নিশ্চেতনা
বিশেষণ,নিশ্চেষ্ট
বিশেষ্য,নিশ্চয়
বিশেষণ,নিশ্ছিদ্র
বিশেষ্য,নিষঙ্গ
বিশেষণ,নিষণ্ণ
বিশেষ্য,নিষধ
বিশেষ্য,নিষাদ
বিশেষণ,নিষিক্ত
বিশেষণ,নিষিদ্ধ
বিশেষণ,নিষুপ্ত
বিশেষ্য,নিষেক
বিশেষ্য,নিষেধ
বিশেষ্য,নিষেবণ
বিশেষ্য,নিষ্ক
বিশেষণ,নিষ্কণ্টক
বিশেষণ,নিষ্কর
বিশেষণ,নিষ্করুণ
বিশেষণ,নিষ্কর্ম
বিশেষণ,নিষ্কর্মা
বিশেষ্য,নিষ্কর্ষ
বিশেষণ,নিষ্কল
বিশেষণ,নিষ্কলঙ্ক
বিশেষণ,নিষ্কলুষ
বিশেষণ,নিষ্কাম
বিশেষণ,নিষ্কারণ
বিশেষণ,নিষ্কুল
বিশেষ্য,নিষ্কৃতি
বিশেষ্য,নিষ্কোষণ
বিশেষণ,নিষ্ক্রান্ত
বিশেষণ,নিষ্ক্রিয়
বিশেষ্য,নিষ্ক্রিয়া
বিশেষ্য,নিষ্ক্রয়
বিশেষ্য,নিষ্ঠা
বিশেষণ,নিষ্ঠুর
বিশেষণ,নিষ্ঠ্যূত
বিশেষণ,নিষ্ণাত
বিশেষ্য,নিষ্পত্তি
বিশেষণ,নিষ্পত্র
বিশেষণ,নিষ্পন্ন
বিশেষণ,নিষ্পাদক
বিশেষ্য,নিষ্পাদন
বিশেষণ,নিষ্পাপ
বিশেষণ,নিষ্পিষ্ট
বিশেষণ,নিষ্পুণ্য
বিশেষণ,নিষ্প্রতিভ
বিশেষণ,নিষ্প্রদীপ
বিশেষণ,নিষ্প্রবাহ
বিশেষণ,নিষ্প্রভ
বিশেষণ,নিষ্প্রাণ
বিশেষণ,নিষ্প্রয়োজন
বিশেষণ,নিষ্ফল
বিশেষ্য,নিসর্গ
বিশেষণ,নিসাড়
বিশেষণ,নিসাড়া
বিশেষ্য,নিসিন্দা
বিশেষণ,নিসূদক
বিশেষ্য,নিসূদন
বিশেষণ,নিসৃষ্ট
বিশেষণ,নিস্তনী
বিশেষণ,নিস্তন্দ্র
বিশেষণ,নিস্তব্ধ
বিশেষণ,নিস্তরঙ্গ
বিশেষ্য,নিস্তরণ
বিশেষণ,নিস্তল
বিশেষ্য,নিস্তার
বিশেষণ,নিস্তারিণী
বিশেষণ,নিস্তুষ
বিশেষণ,নিস্তেজ
বিশেষণ,নিস্তেজা
বিশেষ্য,নিস্ত্রিংশ
বিশেষণ,নিস্ত্রৈগুণ্য
বিশেষণ,নিস্পন্দ
বিশেষণ,নিস্পন্দিত
বিশেষণ,নিহত
বিশেষ্য,নিহিংসন
বিশেষণ,নিহিত
বিশেষ্য,নিয়তি
বিশেষ্য,নিয়ন
বিশেষণ,নিয়ন্তা
বিশেষণ,নিয়ন্ত্রক
বিশেষ্য,নিয়ন্ত্রণ
বিশেষ্য,নিয়ম
বিশেষ্য,নিয়মসেবা
বিশেষণ,নিয়ামক
বিশেষ্য,নিয়োগ
বিশেষণ,নিয়োজক
বিশেষণ,নীচ
বিশেষণ,নীচকুলোদ্ভব
বিশেষ্য,নীড়
বিশেষণ,নীত
বিশেষ্য,নীতি
বিশেষ্য,নীধ্র
বিশেষ্য,নীপ
বিশেষ্য,নীবার
বিশেষ্য,নীবি
বিশেষ্য,নীর
বিশেষণ,নীরক্ত
বিশেষণ,নীরন্ধ্র
বিশেষণ,নীরব
বিশেষণ,নীরস
বিশেষ্য,নীরাজন
বিশেষণ,নীরোগ
বিশেষ্য,নীল
বিশেষ্য,নীলা
বিশেষ্য,নীলাঞ্জন
বিশেষণ,নীলাভ
বিশেষ্য,নীলাম্বর
বিশেষ্য,নীলাম্বরি
বিশেষ্য,নীলিকা
বিশেষ্য,নীলিমা
বিশেষ্য,নীলোত্পল
বিশেষ্য,নীহার
বিশেষ্য,নীহারিকা
বিশেষণ,নীয়মান
বিশেষ্য,নুটি
বিশেষ্য,নুড়ি
বিশেষ্য,নুনু
বিশেষ্য,নুর
বিশেষ্য,নুরি
বিশেষ্য,নুলিয়া
বিশেষণ,নুলো
ক্রিয়া,নুয়া
বিশেষণ,নূতন
বিশেষ্য,নূপুর
বিশেষ্য,নৃ
বিশেষ্য,নৃত্য
বিশেষণ,নৃশংস
বিশেষণ,নেংলা
বিশেষ্য,নেউল
ক্রিয়া,নেও
বিশেষণ,নেওটা
ক্রিয়া,নেওয়া
বিশেষ্য,নেকটাই
বিশেষ্য,নেকনজর
বিশেষ্য,নেকরা
বিশেষ্য,নেড়াপোড়া
বিশেষ্য,নেড়িকুত্তা
বিশেষ্য,নেড়ে
বিশেষ্য,নেত
বিশেষ্য,নেতা
বিশেষণ,নেতিবাচক
বিশেষ্য,নেত্র
বিশেষ্য,নেপথ্য
বিশেষ্য,নেপামবোমা
বিশেষণ,নেপালি
বিশেষ্য,নেপো
বিশেষ্য,নেবুলা
বিশেষ্য,নেশা
ক্রিয়া,নেহ
অব্যয়,নেহাত
বিশেষণ,নেয়াপাতি
বিশেষ্য,নেয়ামত
বিশেষ্য,নেয়ার
বিশেষ্য,নেয়ে
বিশেষণ,নৈ
বিশেষ্য,নৈঃশব্দ্য
বিশেষ্য,নৈঃসঙ্গ্য
বিশেষ্য,নৈকট্য
বিশেষ্য,নৈকষেয়
বিশেষণ,নৈকষ্য
বিশেষ্য,নৈগম
বিশেষণ,নৈতিক
বিশেষণ,নৈত্যিক
বিশেষণ,নৈদাঘ
বিশেষ্য,নৈপুণ্য
অব্যয়,নৈবচ
বিশেষণ,নৈমিত্তিক
বিশেষ্য,নৈরপেক্ষ্য
বিশেষণ,নৈরাকার
বিশেষ্য,নৈরাজ্য
বিশেষ্য,নৈর্ঋত
বিশেষ্য,নৈর্গুণ্য
বিশেষণ,নৈর্ব্যক্তিক
বিশেষণ,নৈশ
বিশেষণ,নৈষধ
বিশেষ্য,নৈষাদ
বিশেষ্য,নৈষ্কর্ম্য
বিশেষণ,নৈষ্ঠিক
বিশেষণ,নৈসর্গিক
বিশেষণ,নৈয়মিক
বিশেষণ,নোংরা
বিশেষ্য,নোকর
বিশেষ্য,নোক্তা
বিশেষ্য,নোঙর
বিশেষ্য,নোট
বিশেষ্য,নোটিস
বিশেষ্য,নোড়
বিশেষ্য,নোড়া
বিশেষ্য,নোদন
বিশেষণ,নোনতা
বিশেষ্য,নোনা
বিশেষ্য,নোফিলিস
বিশেষ্য,নোলক
বিশেষ্য,নোলা
বিশেষ্য,নোহাউ
বিশেষ্য,নোয়া
বিশেষ্য,নৌ
বিশেষ্য,নৌকা
বিশেষ্য,ন্যগ্রোধ
বিশেষণ,ন্যস্ত
বিশেষণ,ন্যাংড়া
বিশেষ্য,ন্যাকড়া
বিশেষণ,ন্যাকা
বিশেষণ,ন্যাটা
বিশেষ্য,ন্যাড়
বিশেষ্য,ন্যাতপ্যাত
বিশেষ্য,ন্যাতা
বিশেষ্য,ন্যাবা
বিশেষণ,ন্যায্য
বিশেষণ,ন্যালনেলে
বিশেষণ,ন্যালাখ্যাপা
বিশেষ্য,ন্যাস
বিশেষ্য,ন্যায়
বিশেষণ,ন্যুব্জ
বিশেষণ,ন্যূন
বিশেষ্য,নয়
বিশেষ্য,নয়ন
বিশেষ্য,নয়না
বিশেষ্য,নয়নানন্দ
বিশেষণ,নয়নাভিরাম
বিশেষ্য,নয়নোপান্ত
বিশেষণ,নয়া
বিশেষ্য,পঁচাত্তর
বিশেষ্য,পঁচাশি
বিশেষ্য,পঁচিশ
বিশেষ্য,পঁয়তাল্লিশ
বিশেষ্য,পঁয়ত্রিশ
বিশেষ্য,পঁয়ষট্টি
বিশেষ্য,পইঠা
বিশেষ্য,পইপই
বিশেষ্য,পকড়
বিশেষ্য,পকেট
বিশেষণ,পক্ব
বিশেষ্য,পক্ববিম্বাধরোষ্ঠী
বিশেষ্য,পক্বাশয়
বিশেষ্য,পক্ষ
বিশেষ্য,পক্ষী
বিশেষণ,পক্ষীয়
বিশেষ্য,পক্ষ্ম
বিশেষ্য,পক্স
বিশেষ্য,পগার
বিশেষ্য,পঙ্ক
বিশেষ্য,পঙ্ক্তি
বিশেষ্য,পঙ্খ
বিশেষণ,পঙ্খি
বিশেষ্য,পঙ্গপাল
বিশেষণ,পঙ্গু
বিশেষ্য,পচ
বিশেষ্য,পচন
ক্রিয়া,পচা
বিশেষ্য,পচাই
বিশেষণ,পচ্য
বিশেষণ,পছন্দ
বিশেষণ,পছিয়াঁ
বিশেষ্য,পজ্ঝটিকা
বিশেষণ,পঞ্চাঙ্ক
বিশেষ্য,পঞ্চানন
বিশেষ্য,পঞ্চান্ন
বিশেষ্য,পঞ্চামৃত
বিশেষ্য,পঞ্চাল
বিশেষ্য,পঞ্চালিকা
বিশেষ্য,পঞ্চাশ
বিশেষ্য,পঞ্চাশত্
বিশেষ্য,পঞ্চাশিকা
বিশেষ্য,পঞ্চাশীতি
বিশেষ্য,পঞ্চায়ুধ
বিশেষ্য,পঞ্চায়েত
বিশেষ্য,পঞ্চেন্দ্রিয়
বিশেষ্য,পঞ্জর
অব্যয়,পট
বিশেষ্য,পটকা
বিশেষ্য,পটল
বিশেষ্য,পটশিল্পী
বিশেষ্য,পটহ
ক্রিয়া,পটা
বিশেষ্য,পটাশ
অব্যয়,পটাস
বিশেষ্য,পটি
বিশেষণ,পটু
বিশেষ্য,পটোল
বিশেষ্য,পট্ট
বিশেষ্য,পট্টন
বিশেষ্য,পট্টবস্ত্র
বিশেষ্য,পট্টাবাস
বিশেষ্য,পট্টি
বিশেষ্য,পট্টিকা
বিশেষ্য,পট্টিশ
বিশেষ্য,পট্টু
বিশেষ্য,পঠদ্দশা
বিশেষ্য,পঠন
বিশেষ্য,পড়তা
বিশেষ্য,পড়তি
বিশেষ্য,পড়ন
বিশেষণ,পড়ন্ত
বিশেষ্য,পড়পড়
বিশেষ্য,পড়া
বিশেষ্য,পড়াত্
বিশেষ্য,পড়িমরি
বিশেষ্য,পড়েন
বিশেষণ,পড়োপড়ো
বিশেষ্য,পণ
বিশেষ্য,পণব
বিশেষণ,পণ্ড
বিশেষণ,পণ্ডিত
বিশেষণ,পণ্য
বিশেষ্য,পতগ
বিশেষণ,পতত্
বিশেষ্য,পতত্র
বিশেষ্য,পতন
বিশেষ্য,পতপত
বিশেষ্য,পতাকা
বিশেষ্য,পতি
বিশেষণ,পতিত
বিশেষণ,পতিতা
বিশেষণ,পতিতোদ্ধারিণী
বিশেষণ,পতিবাসী
বিশেষ্য,পত্তন
বিশেষ্য,পত্তনি
বিশেষ্য,পত্তি
বিশেষ্য,পত্নী
বিশেষণ,পত্যনীক
বিশেষ্য,পত্র
বিশেষ্য,পত্রিকা
বিশেষ্য,পত্রী
বিশেষ্য,পথ
বিশেষণ,পথিক
বিশেষণ,পথিকৃত্
বিশেষ্য,পথ্য
বিশেষ্য,পদ
বিশেষ্য,পদক
বিশেষ্য,পদাংশ
বিশেষ্য,পদাঘাত
বিশেষ্য,পদাঙ্ক
বিশেষ্য,পদাধিকার
বিশেষণ,পদানত
বিশেষণ,পদানুবর্তী
বিশেষ্য,পদানুসরণ
বিশেষ্য,পদান্বয়
বিশেষণ,পদাবনত
বিশেষ্য,পদাবলী
বিশেষ্য,পদার্থ
বিশেষ্য,পদার্পণ
বিশেষ্য,পদাশ্রয়
বিশেষণ,পদাহত
বিশেষ্য,পদোন্নতি
বিশেষ্য,পদ্ধতি
বিশেষ্য,পদ্ম
বিশেষ্য,পদ্মবিভূষণ
বিশেষ্য,পদ্মভূষণ
বিশেষ্য,পদ্মশ্রী
বিশেষ্য,পদ্মা
বিশেষ্য,পদ্মাকর
বিশেষণ,পদ্মাক্ষ
বিশেষ্য,পদ্মাবতী
বিশেষ্য,পদ্মালয়া
বিশেষ্য,পদ্মাসন
বিশেষণ,পদ্মিনী
বিশেষ্য,পদ্য
বিশেষ্য,পনস
বিশেষ্য,পনেরো
বিশেষ্য,পন্নগ
বিশেষ্য,পন্হ
বিশেষ্য,পন্হ
বিশেষ্য,পপলার
বিশেষ্য,পপলিন
বিশেষ্য,পবন
বিশেষ্য,পবমান
বিশেষণ,পবিত্র
বিশেষ্য,পমফ্রেট
বিশেষ্য,পমেটম
বিশেষণ,পরক
বিশেষ্য,পরকলা
বিশেষ্য,পরকাল
বিশেষ্য,পরকীকরণ
বিশেষণ,পরকীয়
বিশেষ্য,পরখ
বিশেষ্য,পরগণা
বিশেষ্য,পরগাছা
বিশেষ্য,পরগ্রন্হি
বিশেষ্য,পরচর্চা
বিশেষ্য,পরচা
বিশেষ্য,পরচ্ছন্দ
বিশেষ্য,পরচ্ছিদ্র
বিশেষ্য,পরজ
বিশেষ্য,পরজন্ম
বিশেষণ,পরঞ্জয়
বিশেষ্য,পরত
অব্যয়,পরতঃ
বিশেষণ,পরতন্ত্র
বিশেষ্য,পরদা
বিশেষ্য,পরদার
বিশেষ্য,পরদিন
বিশেষ্য,পরদুঃখ
বিশেষ্য,পরদেশ
বিশেষণ,পরদেশিয়া
বিশেষ্য,পরদ্বেষ
বিশেষ্য,পরদ্রব্য
বিশেষ্য,পরধন
বিশেষ্য,পরধর্ম
বিশেষ্য,পরন
বিশেষ্য,পরনারী
বিশেষ্য,পরনিন্দা
বিশেষণ,পরনির্ভর
বিশেষণ,পরন্তপ
অব্যয়,পরন্তু
বিশেষ্য,পরপতি
বিশেষণ,পরপীড়ক
বিশেষ্য,পরপীড়ন
বিশেষ্য,পরপুরুষ
বিশেষণ,পরপুষ্ট
বিশেষণ,পরপূর্বা
বিশেষ্য,পরব
বিশেষণ,পরবর্তী
বিশেষণ,পরবশ
বিশেষ্য,পরবস্তি
বিশেষ্য,পরবাদ
বিশেষ্য,পরবাস
বিশেষ্য,পরব্যোম
বিশেষ্য,পরব্রহ্ম
বিশেষণ,পরভাগ্যোপজীবী
বিশেষ্য,পরভাতার
বিশেষণ,পরভৃত
বিশেষ্য,পরভৃত্
বিশেষণ,পরম
বিশেষ্য,পরমত
বিশেষ্য,পরমাণু
বিশেষ্য,পরমাত্মা
বিশেষণ,পরমাত্মীয়
বিশেষ্য,পরমাদর
বিশেষ্য,পরমানন্দ
বিশেষ্য,পরমান্ন
বিশেষ্য,পরমার্থ
বিশেষ্য,পরমায়ু
বিশেষ্য,পরমুখাপেক্ষা
বিশেষ্য,পরমেষ্ঠী
বিশেষ্য,পরমোত্সব
বিশেষ্য,পরম্পরা
বিশেষ্য,পররাষ্ট্র
বিশেষ্য,পরলোক
বিশেষ্য,পরশাসন
বিশেষ্য,পরশ্রী
বিশেষ্য,পরস্ত্রী
বিশেষণ,পরস্পর
বিশেষণ,পরস্পর
বিশেষ্য,পরস্ব
বিশেষ্য,পরস্মৈপদ
বিশেষ্য,পরহিংসা
বিশেষ্য,পরহিত
বিশেষ্য,পরহিতৈষণা
বিশেষণ,পরহিতৈষী
বিশেষ্য,পরাকরণ
বিশেষ্য,পরাকাষ্ঠা
বিশেষণ,পরাকৃত
বিশেষ্য,পরাক্রম
বিশেষণ,পরাক্রান্ত
বিশেষ্য,পরাগ
বিশেষণ,পরাগত
বিশেষ্য,পরাজয়
বিশেষ্য,পরাত
বিশেষণ,পরাত্পর
বিশেষ্য,পরাত্মা
বিশেষ্য,পরাধিকার
বিশেষণ,পরাধীন
বিশেষ্য,পরান্তক
বিশেষ্য,পরান্ন
বিশেষ্য,পরাপর
বিশেষ্য,পরাবর্ত
বিশেষ্য,পরাবর্তন
বিশেষণ,পরাবর্তিত
বিশেষ্য,পরাবৃত্ত
বিশেষ্য,পরাভব
বিশেষ্য,পরামর্শ
বিশেষ্য,পরামর্ষ
বিশেষ্য,পরামানিক
বিশেষ্য,পরার্থ
বিশেষ্য,পরার্ধ
বিশেষ্য,পরাশর
বিশেষ্য,পরাশ্রয়
বিশেষণ,পরাস্ত
বিশেষ্য,পরাহ
বিশেষণ,পরাহত
বিশেষ্য,পরাহু
বিশেষ্য,পরায়ণ
বিশেষণ,পরায়ত্ত
বিশেষ্য,পরিকর
বিশেষ্য,পরিকর্তা
বিশেষ্য,পরিকর্ম
বিশেষ্য,পরিকর্ষ
বিশেষ্য,পরিকল্পক
বিশেষ্য,পরিকল্পনা
বিশেষণ,পরিকীর্ণ
বিশেষ্য,পরিকীর্তন
বিশেষ্য,পরিকেন্দ্র
বিশেষণ,পরিক্লিষ্ট
বিশেষণ,পরিক্ষিপ্ত
বিশেষ্য,পরিক্ষেপ
বিশেষ্য,পরিখা
বিশেষণ,পরিখ্যাত
বিশেষণ,পরিগত
বিশেষ্য,পরিগম
বিশেষ্য,পরিগ্রহ
বিশেষ্য,পরিঘ
বিশেষ্য,পরিচর
বিশেষ্য,পরিচরণ
বিশেষ্য,পরিচর্যা
বিশেষ্য,পরিচলন
বিশেষ্য,পরিচারক
বিশেষণ,পরিচালক
বিশেষণ,পরিচায়ক
বিশেষণ,পরিচিত
বিশেষ্য,পরিচিন্তন
বিশেষণ,পরিচেয়
বিশেষ্য,পরিচ্ছদ
বিশেষণ,পরিচ্ছন্ন
বিশেষণ,পরিচ্ছিন্ন
বিশেষ্য,পরিচ্ছেদ
বিশেষ্য,পরিচয়
বিশেষ্য,পরিজন
বিশেষণ,পরিজ্ঞাত
বিশেষ্য,পরিজ্ঞান
বিশেষণ,পরিণত
বিশেষণ,পরিণদ্ধ
বিশেষ্য,পরিণাম
বিশেষণ,পরিণীত
বিশেষ্য,পরিণেতা
বিশেষণ,পরিণেয়
বিশেষ্য,পরিতাপ
বিশেষণ,পরিতুষ্ট
বিশেষণ,পরিতৃপ্ত
বিশেষ্য,পরিতোষ
বিশেষণ,পরিত্যক্ত
বিশেষ্য,পরিত্যাগ
বিশেষণ,পরিত্যাজ্য
বিশেষ্য,পরিত্রাণ
বিশেষণ,পরিদর্শক
বিশেষ্য,পরিদর্শন
বিশেষণ,পরিদৃশ্যমান
বিশেষণ,পরিদৃষ্ট
বিশেষ্য,পরিধান
বিশেষণ,পরিধায়ী
বিশেষ্য,পরিধি
বিশেষণ,পরিধেয়
বিশেষ্য,পরিনির্বাণ
বিশেষণ,পরিপক্ব
বিশেষ্য,পরিপত্র
বিশেষণ,পরিপন্হী
বিশেষ্য,পরিপাক
বিশেষ্য,পরিপাটি
বিশেষ্য,পরিপার্শ্ব
বিশেষ্য,পরিপালক
বিশেষ্য,পরিপালন
বিশেষণ,পরিপুষ্ট
বিশেষণ,পরিপূরক
বিশেষণ,পরিপূরণ
বিশেষণ,পরিপূর্ণ
বিশেষ্য,পরিপূর্তি
বিশেষণ,পরিপৃক্ত
বিশেষণ,পরিপোষক
বিশেষ্য,পরিপোষণ
বিশেষ্য,পরিপ্রেক্ষিত
বিশেষ্য,পরিপ্লব
বিশেষণ,পরিপ্লুত
বিশেষ্য,পরিবর্জন
বিশেষ্য,পরিবর্ত
বিশেষণ,পরিবর্তক
বিশেষ্য,পরিবর্তন
বিশেষণ,পরিবর্ধক
বিশেষ্য,পরিবর্ধন
বিশেষ্য,পরিবহণ
বিশেষ্য,পরিবাদ
বিশেষ্য,পরিবার
বিশেষ্য,পরিবাহ
বিশেষ্য,পরিবাহণ
বিশেষণ,পরিবাহিত
বিশেষণ,পরিবৃত
বিশেষ্য,পরিবৃত্ত
বিশেষ্য,পরিবৃত্তি
বিশেষ্য,পরিবেত্তা
বিশেষ্য,পরিবেদন
বিশেষ্য,পরিবেদনা
বিশেষ্য,পরিবেষ্টন
বিশেষণ,পরিব্যক্ত
বিশেষণ,পরিব্যাপ্ত
বিশেষ্য,পরিব্রজ্যা
বিশেষ্য,পরিব্রাজক
বিশেষ্য,পরিব্রাজন
বিশেষ্য,পরিভব
ক্রিয়া,পরিভাবা
বিশেষণ,পরিভাবী
বিশেষ্য,পরিভাষণ
বিশেষ্য,পরিভাষা
বিশেষ্য,পরিভুক্ত
বিশেষ্য,পরিভৃতি
বিশেষ্য,পরিভোগ
বিশেষ্য,পরিভ্রমণ
বিশেষণ,পরিভ্রষ্ট
বিশেষ্য,পরিমণ্ডল
বিশেষণ,পরিমণ্ডিত
বিশেষ্য,পরিমল
বিশেষ্য,পরিমাণ
বিশেষ্য,পরিমাপ
বিশেষ্য,পরিমার্জনা
বিশেষণ,পরিমিত
বিশেষ্য,পরিমেল
বিশেষণ,পরিমেয়
বিশেষণ,পরিম্লান
বিশেষ্য,পরিযাণ
বিশেষ্য,পরিরক্ষণ
বিশেষণ,পরিলক্ষিত
বিশেষণ,পরিলিখিত
বিশেষ্য,পরিলেখ
বিশেষ্য,পরিশিষ্ট
বিশেষ্য,পরিশীলন
বিশেষণ,পরিশুদ্ধ
বিশেষণ,পরিশুষ্ক
বিশেষ্য,পরিশেষ
বিশেষ্য,পরিশোধ
বিশেষ্য,পরিশোধন
বিশেষ্য,পরিশ্রম
বিশেষণ,পরিশ্রান্ত
বিশেষ্য,পরিশ্লেষ
বিশেষ্য,পরিষেবা
বিশেষ্য,পরিষ্করণ
বিশেষ্য,পরিষ্কার
বিশেষ্য,পরিসংখ্যা
বিশেষ্য,পরিসমাপ্তি
বিশেষ্য,পরিসম্পত্
বিশেষ্য,পরিসর
বিশেষ্য,পরিসাজ
বিশেষ্য,পরিসীমা
বিশেষ্য,পরিস্পন্দ
বিশেষণ,পরিস্ফুট
বিশেষ্য,পরিস্হিতি
বিশেষ্য,পরিহরণ
বিশেষণ,পরিহসনীয়
বিশেষ্য,পরিহার
বিশেষণ,পরিহার্য
বিশেষ্য,পরিহাস
বিশেষণ,পরিহিত
বিশেষ্য,পরীক্ষা
বিশেষণ,পরীত
বিশেষণ,পরুষ
বিশেষ্য,পরেশ
বিশেষ্য,পরেশ
বিশেষণ,পরেশান
বিশেষণ,পরেশান
বিশেষণ,পরোক্ষ
বিশেষণ,পরোক্ষ
বিশেষ্য,পরোটা
বিশেষ্য,পরোটা
বিশেষ্য,পরোপকার
বিশেষ্য,পরোপকার
বিশেষণ,পরোপজীবী
বিশেষণ,পরোপজীবী
বিশেষ্য,পরোয়া
বিশেষ্য,পরোয়া
বিশেষ্য,পর্কটি
বিশেষ্য,পর্কটি
বিশেষ্য,পর্জন্য
বিশেষ্য,পর্জন্য
বিশেষ্য,পর্ণ
বিশেষ্য,পর্ণ
বিশেষ্য,পর্তুগিজ
বিশেষ্য,পর্তুগিজ
বিশেষ্য,পর্পট
বিশেষ্য,পর্পট
বিশেষ্য,পর্বত
বিশেষ্য,পর্বত
বিশেষ্য,পর্বাস্ফোট
বিশেষ্য,পর্বাস্ফোট
বিশেষ্য,পর্বাহ
বিশেষ্য,পর্বাহ
বিশেষ্য,পর্যঙ্ক
বিশেষ্য,পর্যঙ্ক
বিশেষ্য,পর্যটন
বিশেষ্য,পর্যটন
বিশেষ্য,পর্যন্ত
বিশেষ্য,পর্যন্ত
বিশেষ্য,পর্যবসান
বিশেষ্য,পর্যবসান
বিশেষণ,পর্যবেক্ষক
বিশেষণ,পর্যবেক্ষক
বিশেষ্য,পর্যবেক্ষণ
বিশেষ্য,পর্যবেক্ষণ
বিশেষ্য,পর্যসন
বিশেষ্য,পর্যসন
বিশেষণ,পর্যস্ত
বিশেষণ,পর্যস্ত
বিশেষণ,পর্যাকুল
বিশেষণ,পর্যাকুল
বিশেষ্য,পর্যাণ
বিশেষ্য,পর্যাণ
বিশেষণ,পর্যাপ্ত
বিশেষণ,পর্যাপ্ত
বিশেষণ,পর্যাবৃত্ত
বিশেষণ,পর্যাবৃত্ত
বিশেষ্য,পর্যাস
বিশেষ্য,পর্যায়
বিশেষ্য,পর্যায়
বিশেষণ,পর্যুদস্ত
বিশেষণ,পর্যুষিত
বিশেষ্য,পল
বিশেষ্য,পলক
বিশেষণ,পলকা
ক্রিয়া,পলটা
বিশেষ্য,পলতা
বিশেষ্য,পলতে
বিশেষ্য,পলল
বিশেষ্য,পলস্তারা
বিশেষ্য,পলা
বিশেষ্য,পলাগ্নি
বিশেষ্য,পলাঙ্গ
বিশেষ্য,পলাণ্ডু
বিশেষণ,পলাতক
বিশেষ্য,পলান্ন
বিশেষ্য,পলাশ
বিশেষ্য,পলায়ন
বিশেষ্য,পলি
বিশেষ্য,পলিটেকনিক
বিশেষ্য,পলিত
বিশেষ্য,পলিথিন
বিশেষ্য,পলু
বিশেষ্য,পল্বল
বিশেষ্য,পল্যঙ্ক
বিশেষ্য,পল্লব
বিশেষ্য,পশম
ক্রিয়া,পশা
বিশেষ্য,পশু
অব্যয়,পশ্চাত্
বিশেষ্য,পশ্চাত্তাপ
বিশেষ্য,পশ্চার্ধ
বিশেষ্য,পশ্চিম
বিশেষণ,পশ্চিমাভিমুখ
বিশেষণ,পশ্চিমি
বিশেষ্য,পশ্চিমোত্তানাসন
বিশেষ্য,পশ্বাচার
বিশেষণ,পশ্বাধম
বিশেষ্য,পসার
ক্রিয়া,পসারা
বিশেষ্য,পসুরি
ক্রিয়া,পস্তা
বিশেষণ,পহিল
বিশেষ্য,পহ্লব
বিশেষ্য,পা
বিশেষ্য,পাঁইট
বিশেষ্য,পাঁক
বিশেষ্য,পাঁকাল
বিশেষ্য,পাঁকুই
বিশেষ্য,পাঁচ
বিশেষ্য,পাঁচড়া
বিশেষ্য,পাঁচন
বিশেষ্য,পাঁচালি
বিশেষ্য,পাঁচিল
বিশেষ্য,পাঁজ
বিশেষ্য,পাঁজা
বিশেষ্য,পাঁজি
বিশেষ্য,পাঁঠা
বিশেষণ,পাঁড়
বিশেষ্য,পাঁড়ে
বিশেষ্য,পাঁতি
বিশেষ্য,পাঁদাড়
বিশেষ্য,পাঁশ
বিশেষণ,পাঁশুটে
বিশেষ্য,পাঁয়তারা
বিশেষণ,পাংশন
বিশেষ্য,পাংশু
বিশেষ্য,পাই
বিশেষ্য,পাইক
বিশেষ্য,পাইকা
বিশেষ্য,পাইথন
বিশেষ্য,পাইপ
বিশেষ্য,পাইলট
বিশেষ্য,পাউডার
বিশেষ্য,পাউণ্ড
